,points,title,description,taster_name,taster_twitter_handle,price,designation,variety,region_1,region_2,province,country,winery
7393,88,Jeeper NV Brut Grand Assemblage  (Champagne),"This small négociant house blends wines from 37 different villages to produce its nonvintage cuvée. The wine is balanced, fresh while also ripe with attractive acidity and grapefruit and lemon flavors. A fine orange tang at the end leaves a wine that is bright and deliciously lively.",Roger Voss,@vossroger,75.0,Brut Grand Assemblage,Champagne Blend,Champagne,,Champagne,France,Jeeper
7394,88,Lorenzi Estate 2011 Lot 451 Syrah (Temecula Valley),"Stewed olallieberries and black cherries gain nuance from concentrated red rose petals, cola and gravel on this wine from Riverside County. Like many of this winery's bottlings, the palate shows lots of barrel influence, with strong vanilla elements laced amidst blueberry and lighter red fruits.",Matt Kettmann,@mattkettmann,48.0,Lot 451,Syrah,Temecula Valley,South Coast,California,US,Lorenzi Estate
7395,88,Dutton Estate 2013 Manzana Vineyard Dutton Ranch Pinot Noir (Russian River Valley),"This is a full-bodied wine, soft and smooth with integrated tannins, yet robust in black cherry and graham cracker. The savory fruit is seasoned in baking spices and a touch of herbes de Provence, finishing with aplomb.",Virginie Boone,@vboone,54.0,Manzana Vineyard Dutton Ranch,Pinot Noir,Russian River Valley,Sonoma,California,US,Dutton Estate
7396,88,Espaço Rural 2013 Dornas Branco White (Alentejano),This is a delicious wine full of ripe fruit tones. It is richly textured while keeping plenty of freshness from the Antão Vaz that dominates the blend. It has a firm mineral background that gives structure. The finish brings a zippy orange zest note.,Roger Voss,@vossroger,19.0,Dornas Branco,Portuguese White,,,Alentejano,Portugal,Espaço Rural
7397,90,Cass 2005 Cabernet Sauvignon (Paso Robles),"Cass has been focusing on Bordeaux reds in Paso Robles; their Cab Franc has been very good, and this Cabernet Sauvignon is better. It shows its warm origins in very ripe fruit flavors of blackberries, currants and chocolate, but the structure is enlivened with fine acidity and rich, dusty tannins. Delicious and dry, it shows an elegance that makes it irresistible.",,,42.0,,Cabernet Sauvignon,Paso Robles,Central Coast,California,US,Cass
7398,90,Domaine de la Sauveuse 2006 Cuvée Philippine Red (Côtes de Provence),"Like the estate's Cuvée Carolle, this has a note of volatility and sur-maturité, but it's also bigger, richer and more extracted, with lots of ripe tannins but also thick purple fruit that comes through on the finish. Try in 2010. 40% Syrah, 40% Cab Sauvignon, 10% Mourvèdre, 10% Grenache.",Joe Czerwinski,@JoeCz,19.0,Cuvée Philippine,Red Blend,Côtes de Provence,,Provence,France,Domaine de la Sauveuse
7399,90,Gary Farrell 2005 Ramal Vineyard Pinot Noir (Carneros),"The Ramal Vineyard has been source to a fine series of Buena Vista Pinot Noirs. Farrell has captured another interpretation of its terroir, not quite as lush or ripe, but firm in acid-inspired cherries and licorice, with a subtle veneer of smoky oak. It's a dry, crisp young wine, well-structured, a good partner for upscale fare such as lamb chops.",,,50.0,Ramal Vineyard,Pinot Noir,Carneros,Napa-Sonoma,California,US,Gary Farrell
7400,90,Seven Hills 2005 Ciel du Cheval Red Red (Red Mountain),"A beautifully structured Bordeaux blend from one of Washington's great vineyards. This spent about 18 months in French oak, and another 9–10 months in bottle. It is sleek and somewhat austere at first, but sculpted and evocative, with subtle, mixed fruits and impressions of steel and gunpowder. As the fruit comes up it shows some pretty blackberry and black cherry character, nicely balanced and set to evolve over the next decade or more.",Paul Gregutt,@paulgwine ,30.0,Ciel du Cheval Red,Red Blend,Red Mountain,Columbia Valley,Washington,US,Seven Hills
7401,90,Soléna 2005 Willakia Pinot Noir (Eola-Amity Hills),"The vineyard name is a combination of the two prevalent soil types, Nekia and WillaKenzie. The Dijon clone Pinot is dark and pleasantly earthy, with core flavors of cassis and cherry liqueur. The earthy, slightly rustic tannins coat the throat, leaving an astringent, green tea residue, but the silky fruit compensates. This needs some further bottle age to really shine.",Paul Gregutt,@paulgwine ,35.0,Willakia,Pinot Noir,Eola-Amity Hills,Willamette Valley,Oregon,US,Soléna
7402,90,Twisted Oak 2006 %@#$! White (Sierra Foothills),"The honeyed aroma of this Rhône blend of Marsanne, Roussanne, Rolle and Viognier makes it immediately attractive, but then the flavors kick in, and it turns into a roller coaster ride. Apricot jam, peaches, pears, pineapples, butter-sautéed plaintain, vanilla custard, star anise, lemon crème brûlée, the list goes on and on. The finish is fully dry and the alcohol is refreshingly low. Drink now.",,,24.0,%@#$!,Rhône-style White Blend,Sierra Foothills,Sierra Foothills,California,US,Twisted Oak
7403,90,Marega 2003 Holbar Bianco White (Friuli),"Here's an intense, slightly oxidized, 80-20 blend of Riesling and Chard that is redolent of apple, pear, pine nut, resin and maple syrup. The wine has loads of personality and complexity and is very unique in a non-commercial way. The word Holbar refers to the acacia wood casks used to age the wine.",,,,Holbar Bianco,White Blend,Friuli,,Northeastern Italy,Italy,Marega
7404,90,Viña Pérez Cruz 2003 Cot Reserva Limited Edition Malbec (Maipo Valley),"It's not often that we come across Chilean Malbec (Cot) with several years of bottle age, but this offers that and a little more. The nose is pure, with herbal hints and plenty of sauvage character. Roundness and depth give it length on the palate, which is endowed with solid berry flavors and proper savory accents. A wine with personality that's drinking perfectly right now.",Michael Schachner,@wineschach,22.0,Cot Reserva Limited Edition,Malbec,,,Maipo Valley,Chile,Viña Pérez Cruz
7405,90,Willamette Valley Vineyards 2006 Estate Vineyard Pinot Noir (Willamette Valley),"The Estate Vineyard bottling shows a definite meaty, almost Rhone-like aroma, but this is no Syrah. It's a very elegant, light, sultry bottle of Pinot Noir. The tart black cherry and currant fruit is shadowed by smoke and cinnamon, but the balance throughout is light and delicate.",Paul Gregutt,@paulgwine ,45.0,Estate Vineyard,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,US,Willamette Valley Vineyards
7406,89,Chatter Creek 2005 Clifton Hill Vineyard Syrah (Wahluke Slope),"Clifton Hill Syrah looks and smells the way you'd hope it would, black in the center, purple/garnet at the edges, peppery and loaded with sweet grapey fruit. Viognier skins—not juice—added to the fermenter elevate the aromas with floral and citrus accents. It's juicy and fairly light in flavor, but clean and very fresh, with no new oak.",Paul Gregutt,@paulgwine ,38.0,Clifton Hill Vineyard,Syrah,Wahluke Slope,Columbia Valley,Washington,US,Chatter Creek
7407,89,Clos Saint-Joseph 2004 Villars-sur-Var Red (Côtes de Provence),"This is an unusually elegant wine for Provence, from a tiny, isolated vineyard in the maritime Alps. It's a blend of Grenache, Syrah and Mourvèdre, that's gently extracted, crimson in color and filled with intricate, delicate fragrances and flavors, ranging from violets and a hint of iodine to red cherries and maybe even a touch of apricot. Drink now and over the next few years.",Joe Czerwinski,@JoeCz,42.0,Villars-sur-Var,Rhône-style Red Blend,Côtes de Provence,,Provence,France,Clos Saint-Joseph
7408,89,Cortes de Cima 2005 Incógnito Red (Alentejano),"A wine that has become something of a cult in Portugal, perhaps because of its mystery name (referring to a time when Syrah was not permitted in Portugal). This 2005 keeps the open, ripe blackberry jam fruit, with dark chocolate and herbal flavors. It has a generous, earthy character.",Roger Voss,@vossroger,,Incógnito,Portuguese Red,,,Alentejano,Portugal,Cortes de Cima
7409,89,Domaine Sorin 2007 Terra Amata Rosé (Côtes de Provence),"More complex and richly textured than most Provençal rosés, this wine is a treat, from its mineral-laden, smoky aromas to its ripe cherry-berry flavors and layered finish. Drink now, although it has enough stuffing to suggest it might last longer than just a single summer.",Joe Czerwinski,@JoeCz,12.0,Terra Amata,Rosé,Côtes de Provence,,Provence,France,Domaine Sorin
7410,89,Dona Maria 2004 Amantis Red (Alentejano),"This rare blend of Cabernet, Syrah, Petit Verdot and Touriga Nacional works surprisingly well, emphasizing tannic structure rather than fruit. The acidity of the Cab is what keeps it from being heavy, while the dense color and herbal flavors show its southern warmth and richness. Dried plums and fresh acidity to finish.",Roger Voss,@vossroger,27.0,Amantis,Portuguese Red,,,Alentejano,Portugal,Dona Maria
7411,89,Elyse 2005 Naggiar Vineyard C'est si Bon Red (Sierra Foothills),"Napa-based Elyse is better known for their Cabernet Sauvignon, but they have reached into Nevada County, in the Sierra Foothills, for this lovely Rhône-style blend. It's soft in acidity and the tannins are melted, as you might expect from a warm-to-hot region. But the flavors are plush in jammy cherries, black raspberries, chocolate and crushed black pepper.",,,28.0,Naggiar Vineyard C'est si Bon,Rhône-style Red Blend,Sierra Foothills,Sierra Foothills,California,US,Elyse
7412,89,Andrew Rich 2005 Counoise (Columbia Valley (WA)),"Counoise—a southern Rhône blending grape—only rarely appears as a varietal wine, but this distinctive bottling makes a strong case for it. It's not just another generic red wine; it has a particular mouthfeel—elegant, almost Pinot-like—coupled with firm, slightly metallic tannins, sharp acids and accents of pepper on stone. Somehow the wine feels, more than tastes, European.",Paul Gregutt,@paulgwine ,25.0,,Counoise,Columbia Valley (WA),Columbia Valley,Washington,US,Andrew Rich
7413,89,Bernardus 2006 Chardonnay (Monterey County),"Dry and flinty, with flavors of grilled pineapples, peaches, pears and roasted hazelnuts, this wine has a stony, minerally taste. Santa Lucia Highlands and Arroyo Seco fruit are well represented in this stylish wine.",,,20.0,,Chardonnay,Monterey County,Central Coast,California,US,Bernardus
7414,89,Brandborg 2006 Ferris Wheel Vineyard Estate Pinot Noir (Umpqua Valley),"As with the other Pinots from Brandborg, this estate bottling puts the spices front and center, and matches the intensity of the fruit and barrels appropriately. This is seductive and elegant with a feminine grace. The spicy plum and red currant flavors carry some tasty barrel notes of clove and cinnamon, and the wine has a bit more intensity than its stablemates.",Paul Gregutt,@paulgwine ,38.0,Ferris Wheel Vineyard Estate,Pinot Noir,Umpqua Valley,Southern Oregon,Oregon,US,Brandborg
7415,89,Casa de Santar 2004 Red (Dão),"Somewhat tough initially, with the tannins coming before the fruit, and a distinctly lean character. But this is deceptive, because there is certainly enough fruit there to give richness after two years' aging, when the blackberry and licorice flavors will come up through all that dryness.",Roger Voss,@vossroger,17.0,,Portuguese Red,,,Dão,Portugal,Casa de Santar
7416,89,Casa de Santar 2006 Reserva White (Dão),"Ripe, soft wine that has good dense fruit flavors as well as richness. There is some new wood, but the wine remains elusive, perhaps still young. On the palate, the wood spice is still dominant, with only the acidity hinting at the fruit.",Roger Voss,@vossroger,28.0,Reserva,Portuguese White,,,Dão,Portugal,Casa de Santar
7417,89,Waters 2005 Cabernet Sauvignon (Walla Walla Valley (WA)),"This is 100% Cabernet Sauvignon, sourced mostly from Pepper Bridge and Spofford Station. It has steely aromatics, showing rock and tight, tart red currant flavors. In the Waters style this is another elegant wine, that conceals its discreet pleasures in its layered aromas and mixed fruit and rock flavors.",Paul Gregutt,@paulgwine ,45.0,,Cabernet Sauvignon,Walla Walla Valley (WA),Columbia Valley,Washington,US,Waters
7418,89,O'Reilly's 2006 Pinot Noir (Oregon),"This is hands-down the best value Pinot Noir made in Oregon, year in and year out. It's firm and full-bodied, perfectly ripe, with lovely spices that range from pepper to cinnamon and allspice. The fruit lingers in the midpalate, round and tangy, with flavors of cherry and plum. It's a thoroughly rich and satisfying wine that is big enough to work with dark poultry, salmon and even veal.",Paul Gregutt,@paulgwine ,15.0,,Pinot Noir,Oregon,Oregon Other,Oregon,US,O'Reilly's
7419,89,Pali 2006 Momtazi Vineyard Pinot Noir (Willamette Valley),"This is interesting—a California take on Oregon Pinot Noir. It's sleek and spicy, with a racy spine and a very tart, dry mouthfeel. The fruit is peppery and hard; like hard candy with an herbal streak. The wine hides its almost 15% alcohol quite well, but it will reward ample breathing time.",Paul Gregutt,@paulgwine ,48.0,Momtazi Vineyard,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,US,Pali
7420,89,Quinta da Romaneira 2004 Red (Douro),"The first fruits of the renaissance of this grand Douro quinta (which now also houses a luxury hotel). It is huge, revealing up-front, modern, polished black fruits that would not be out of place in Australia. Maybe the typicity is lacking, but the wine certainly has grandeur, power and rich, extracted fruits. The pepper finish reveals the alcohol.",Roger Voss,@vossroger,,,Portuguese Red,,,Douro,Portugal,Quinta da Romaneira
7421,88,Quadratus 2011 Pinot Noir (Danube River Plains),"The color of slightly faded garnet, this wine has a nose of red and black cherry.The flavor of fresh cherry continues in the mouth, supported by the spicy taste of cinnamon. There is a nice note of brightness on the fruit-filled finish.",Jeff Jenssen,@worldwineguys,15.0,,Pinot Noir,,,Danube River Plains,Bulgaria,Quadratus
7422,88,Raphael Dal Bo NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),White spring flower and white peach aromas jump out of the glass and follow through to the vibrant palate along with crisp green apple. A soft mousse lends finesse.,Kerin O’Keefe,@kerinokeefe,17.0,Extra Dry,Glera,Conegliano Valdobbiadene Prosecco Superiore,,Veneto,Italy,Raphael Dal Bo
7423,88,Rideau 2014 Estate Rosé (Santa Ynez Valley),"Lightly mauve in color, this rosé blend of 51% Syrah, 21% Grenache and 28% Mourvèdre shows ripe watermelon, bubblegum and strawberry on the juicy nose. The palate is quite restrained for such a ripe nose and deep color, but ripe plums emerge alongside graphite minerality and a pithy grip.",Matt Kettmann,@mattkettmann,28.0,Estate,Rosé,Santa Ynez Valley,Central Coast,California,US,Rideau
